"","region","ubigeo","year","Cobre","Arsenico","Bismuto","Cadmio","Estaño","Magneso","Molibdeno","Oro","Plata","Plomo","Zinc","Hierro","GasNatural","LiquidoGasNatural","PetroleoCrudo","piatotalexpenditure","pimtotalexpenditure","TOTALDEV","expenditurefic2","collectrev","piacollected","pimcollected","totalrevenue","piatotalrevenue","pimtotalrevenue","canonminero","canonmineropia","canonmineropim"
"204","UCAYALI","24","2012",0,0,0,0,0,0,0,0,0,0,0,0,73294628.6560377,174660775.674679,0,337470431,578775785,467195056.67,0.80721253156662,17855743.52,15847178,23477446,145928756.72,69341708,130473944,NA,NA,NA
"205","UCAYALI","24","2013",0,0,0,0,0,0,0,0,0,0,0,0,34941095.9067538,149531114.077356,530806.894005004,448168830,616859546,565549898.590001,0.916821181774139,18313618.42,16108100,20071740,172550462.67,99692612,148780335,NA,NA,NA
"206","UCAYALI","24","2014",0,0,0,0,0,0,0,0,0,0,0,0,34712857.185079,139979026.672107,52399179.5939063,457592924,640930936,600053963.53,0.936222493648529,17364172.76,15671546,20741078,194547787.72,79520088,165300765,NA,NA,NA
"207","UCAYALI","24","2015",0,0,0,0,0,0,0,0,0,0,0,0,40236485.8245262,128580836.473738,239196758.145063,474864565,663873162,613091789.849999,0.923507392406464,16087135.05,15802054,19767566,96521713.18,72017306,97167562,NA,NA,NA
"208","UCAYALI","24","2016",0,0,0,0,0,0,0,0,0,0,0,0,30133800.6339732,84181573.5517333,166469520.266492,437448256,853871948,750118705.59,0.87849086523056,14268819.86,15479915,17453864,161228298.56,51415578,171894955,NA,NA,NA
"209","UCAYALI","24","2017",0,0,0,0,0,0,0,0,0,0,0,0,10383754.6445199,73166880.2023166,220166610.947421,479577370,903044994,850738836.18,0.942077994346619,13228874.91,14807017,17254343,136784988.05,38325080,146835507,NA,NA,NA
"210","UCAYALI","24","2018",0,0,0,0,0,0,0,0,0,0,0,0,29732997.2435769,68189808.4865019,203270846.992275,568404790,1035405898,862375692.95,0.832886576652527,21481227.03,14639809,21062619,218575900.59,45222993,276626435,NA,NA,NA
"211","AMAZONAS","01","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275535241,380236068,356403493.23,0.937321662902832,4451586.17,4300000,5662503,71416174.4100001,29868241,79287386,18580.73,3591,3591
"212","AMAZONAS","01","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312094667,417986003,354166816.29,0.847317397594452,4610201.51,4434000,5967950,72588391.4499999,25385124,105908939,27799.51,11185,11185
"213","AMAZONAS","01","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378391672,514940610,399937961.87,0.776668131351471,5502343.25,4847000,6961970,51854179.92,59246573,94082998,31512.45,22024,22024
"214","AMAZONAS","01","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334055987,614860498,522617453.05,0.849977254867554,7984507.17,4105000,8908095,98390802.3400001,4142589,108444168,18.86,27227,27227
"215","AMAZONAS","01","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443591211,603178751,575994509.889999,0.954931676387787,8734450.77,4171200,9526641,67351671.49,4181641,70171102,5.04,22,22
"216","AMAZONAS","01","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490628170,728212623,662751495.57,0.910107135772705,9464569.97000001,4946713,10645097,60389170.82,19831250,74295956,1.9,3,2
"217","AMAZONAS","01","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512114032,672672311,623988914.690002,0.927626848220825,10255496.69,4739595,11475225,70109573.25,20842034,83181611,18.26,0,0
"218","AMAZONAS","01","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517254916,784265571,708539396.480001,0.903443217277527,10554658.55,4724439,11091806,117095598.45,39961808,146020782,3.23,0,0
"219","AMAZONAS","01","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663829592,934264709,837787376.66,0.896734476089478,8980669.31999999,4593410,8997629,138820295.88,115958934,183970879,NA,NA,NA
"220","AMAZONAS","01","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678217393,1074296537,912359226.140001,0.849261999130249,13643614.69,7180326,15123953,189655756.29,42758037,236121394,NA,NA,NA
"221","CALLAO","07","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584467779,723735588,576672688.670001,0.796800255775452,41698984.2,32100557,42590186,291623520.51,207436585,304877722,39.52,425,425
"222","CALLAO","07","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515075275,684544489,623367058.5,0.910630464553833,42817253.03,36618547,42517565,304841331.39,185090561,267963599,3.4,5,5
"223","CALLAO","07","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564841915,758384315,665055965.79,0.876937925815582,66550281.85,35435256,59520117,368175478.56,212018502,354254056,13.72,0,0
"224","CALLAO","07","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715142514,1114919726,1020506716.92,0.915318548679352,72666319.78,40257720,75220093,525856196.2,246930235,531972537,222.6,11,11
"225","CALLAO","07","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778193760,1078116147,1017494437.55,0.943770706653595,51972170.43,47348490,56845723,395899826.88,267914533,410720999,119.48,216,216
"226","CALLAO","07","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756502794,1152244023,1049104920.95,0.910488486289978,52320086.57,46898134,58956796,432836354.08,246317752,433941724,527.33,88,537
"227","CALLAO","07","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802765540,1008013369,941645380.72,0.934159636497498,52280556.17,41947580,48401976,375129434.44,261725029,354906223,3093.83,478,412
"228","CALLAO","07","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804443070,1209216422,1110344723.83,0.918234884738922,60767413.46,43222721,59605381,544986460.54,263507185,539553555,1027.02,390,390
"229","CALLAO","07","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860243203,1127899441,972478685.570001,0.862203359603882,53606908.86,41573279,52617165,399306064.35,276862443,384137859,1651.23,1027,1027
"230","CALLAO","07","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941865134,1202085254,1025328880.53,0.852958559989929,53713318.3,45284094,53396936,439831112.67,293901499,486278094,480.22,1027,1027
"231","LAMBAYEQUE","14","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534796426,613284637,588563826.569999,0.959691107273102,46136141.15,28800000,46766489,115448355.98,69504421,127973076,68523.85,0,68524
"232","LAMBAYEQUE","14","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498348327,690689251,595987582.219999,0.862888157367706,46398175.36,31631648,51581809,108763448.62,31682218,187340884,28939.27,47967,47967
"233","LAMBAYEQUE","14","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544717429,718270749,666891022.69,0.928467452526093,35249113.25,38649283,44180209,120327529.25,60163930,132516837,125457.36,10847,125457
"234","LAMBAYEQUE","14","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520874604,857019123,756026435.129999,0.882158160209656,32588510.63,35099424,44699547,63943743.47,35247806,76297546,88889.9,110402,110402
"235","LAMBAYEQUE","14","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663931885,1032612665,915930954.700001,0.887003421783447,138282277.42,30761145,107332226,184072970.09,30892116,144740578,19076.84,105134,105134
"236","LAMBAYEQUE","14","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749068871,1162492609,1004578149.64,0.864158749580383,86054699.2399999,39392913,67104189,138542997.42,39415072,119075081,215.65,17459,14308
"237","LAMBAYEQUE","14","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789923607,1210630804,1081032161.82,0.892949521541595,71821202.46,38844290,73734232,136875399.09,38849184,138630591,285.86,194,151
"238","LAMBAYEQUE","14","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793924342,1221806023,1122221887.75,0.918494343757629,53143774.2,42402482,46282550,133141594.4,42407445,131313774,862.97,263,263
"239","LAMBAYEQUE","14","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,861844334,1381863841,1223201938.4,0.885182678699493,52779800.47,35136275,47287434,144607195.98,35141849,138829384,1344.11,863,863
"240","LAMBAYEQUE","14","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,962070345,1431623954,1267413052.73,0.885297477245331,62493713.08,38288997,55117124,260020630.13,40378513,275089604,1087.74,839,839
"241","SAN MARTIN","22","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476646349,610568719,595824138.940001,0.975851058959961,18033429.4,13167000,17123607,187796308.31,64019607,161066682,136592.03,107598,107598
"242","SAN MARTIN","22","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536277235,641397562,630954349.450001,0.983718037605286,17553044.28,13673241,15316016,177349930.29,51608971,123937582,111032.07,76746,76746
"243","SAN MARTIN","22","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552451375,750804475,694633468.710001,0.925185561180115,17501615.54,13451105,14228917,212966331.48,71164271,149076171,158252.56,86331,86331
"244","SAN MARTIN","22","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587474130,873227866,833920512.66,0.954986155033112,19289883.14,13360740,16155197,255436487.42,78501908,163675879,193109.81,134595,134595
"245","SAN MARTIN","22","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724772504,1066755335,936487659.270001,0.877884209156036,24785956.76,14077740,19063361,241859000.37,89169376,188679938,0,215884,215884
"246","SAN MARTIN","22","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749296318,1278634179,1104910247.97,0.864133179187775,31727140.19,12605200,25224174,217262611.94,68968652,178301565,178652.12,101548,101548
"247","SAN MARTIN","22","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,784439070,1455664420,1363907370.1,0.936965525150299,34387935.53,13126673,28986008,353576214.13,66300592,328983573,172599.86,170093,140090
"248","SAN MARTIN","22","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772256411,1352355456,1234755166.6,0.913040399551392,44519611.89,18387592,41936413,298450819.53,68154613,304456321,206124.83,156712,201804
"249","SAN MARTIN","22","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874414606,1334016964,1234168357.62,0.925151944160461,26890762.01,24677495,28888791,196437027.94,75949236,200736942,230828.74,102574,102574
"250","SAN MARTIN","22","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1029344894,1485534107,1259212575.72,0.847649753093719,34684059.71,45677122,27000516,254058427.17,109391688,288305437,215487.86,106849,106849
